,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
20,2023-07-26,257.6789547299597,244.50450274763347,282.29297880255984,257.6789547299597,257.6789547299597,3.9235934489622486,3.9235934489622486,3.9235934489622486,3.9235934489622486,3.9235934489622486,3.9235934489622486,0.0,0.0,0.0,261.60254817892195
21,2023-07-27,257.4614282475243,240.13169010236416,279.2175874678313,257.4614282475243,257.4614282475243,2.1785020939132895,2.1785020939132895,2.1785020939132895,2.1785020939132895,2.1785020939132895,2.1785020939132895,0.0,0.0,0.0,259.63993034143755
22,2023-07-28,257.2439017650888,240.16381496789666,277.1310026666912,257.2439017650888,257.2439017650888,1.3977912899816274,1.3977912899816274,1.3977912899816274,1.3977912899816274,1.3977912899816274,1.3977912899816274,0.0,0.0,0.0,258.64169305507045
23,2023-07-31,256.5913223177826,241.59685773564274,278.50618004553905,256.5913223177826,256.5913223177826,2.596004053353419,2.596004053353419,2.596004053353419,2.596004053353419,2.596004053353419,2.596004053353419,0.0,0.0,0.0,259.187326371136
24,2023-08-01,256.3737958353472,241.29039407447956,279.0833909162934,256.3737958353472,256.3737958353472,4.089296831276988,4.089296831276988,4.089296831276988,4.089296831276988,4.089296831276988,4.089296831276988,0.0,0.0,0.0,260.4630926666242
25,2023-08-02,256.15626936351674,240.5803171587752,278.517066385166,256.15626936351674,256.15626936351674,3.9235934489609643,3.9235934489609643,3.9235934489609643,3.9235934489609643,3.9235934489609643,3.9235934489609643,0.0,0.0,0.0,260.0798628124777
26,2023-08-03,255.93874289168627,239.821124736691,277.91986103888866,255.93874289168627,255.93874289168627,2.178502093918419,2.178502093918419,2.178502093918419,2.178502093918419,2.178502093918419,2.178502093918419,0.0,0.0,0.0,258.1172449856047
27,2023-08-04,255.72121641985578,238.67712683290122,275.22953551822894,255.72121641985578,255.72121641985578,1.3977912900012581,1.3977912900012581,1.3977912900012581,1.3977912900012581,1.3977912900012581,1.3977912900012581,0.0,0.0,0.0,257.11900770985704
28,2023-08-07,255.06863700436432,238.10207825247065,276.8682358465387,255.06863700436432,255.06863700436432,2.5960040533544237,2.5960040533544237,2.5960040533544237,2.5960040533544237,2.5960040533544237,2.5960040533544237,0.0,0.0,0.0,257.66464105771877
29,2023-08-08,254.85111053253382,240.91160620962484,278.2400479959864,254.85111053253382,254.85111053253382,4.08929683127529,4.08929683127529,4.08929683127529,4.08929683127529,4.08929683127529,4.08929683127529,0.0,0.0,0.0,258.94040736380913
30,2023-08-09,254.63358406070336,239.29767756271343,277.7507893436626,254.63358406070336,254.63358406070336,3.9235934489656863,3.9235934489656863,3.9235934489656863,3.9235934489656863,3.9235934489656863,3.9235934489656863,0.0,0.0,0.0,258.55717750966903
31,2023-08-10,254.41605758887286,238.46963623627946,275.3271873686535,254.41605758887286,254.41605758887286,2.1785020939160678,2.1785020939160678,2.1785020939160678,2.1785020939160678,2.1785020939160678,2.1785020939160678,0.0,0.0,0.0,256.59455968278894
